,crime_type,Latitude,Longitude,Location,Month
9309,Bicycle theft,51.509322999999995,-0.598117,On or near Parking Area,2018-08
9310,Bicycle theft,51.509028,-0.596008,On or near New Square,2018-08
9311,Bicycle theft,51.509821,-0.595421,On or near William Street,2018-08
9312,Bicycle theft,51.509821,-0.595421,On or near William Street,2018-08
9313,Bicycle theft,51.509322999999995,-0.598117,On or near Parking Area,2018-08
9365,Bicycle theft,51.506541,-0.585796,On or near Parking Area,2018-08
9407,Bicycle theft,51.509094,-0.591755,On or near Shopping Area,2018-08
9408,Bicycle theft,51.509094,-0.591755,On or near Shopping Area,2018-08
9409,Bicycle theft,51.508533,-0.595245,On or near Parking Area,2018-08
9410,Bicycle theft,51.507205,-0.589421,On or near Parking Area,2018-08
9411,Bicycle theft,51.510215,-0.5922390000000001,On or near Brunel Way,2018-08
9412,Bicycle theft,51.508533,-0.595245,On or near Parking Area,2018-08
9580,Bicycle theft,51.503484,-0.559279,On or near Gosling Green,2018-08
9724,Bicycle theft,51.484279,-0.529034,On or near Willow Close,2018-08
9749,Bicycle theft,51.483243,-0.5217229999999999,On or near Bridge Street,2018-08
10124,Bicycle theft,51.51869,-0.528877,On or near Honeysuckle Close,2018-08
10153,Bicycle theft,51.491209000000005,-0.650629,On or near Lock Path,2018-08
10176,Bicycle theft,51.522588,-0.691705,On or near Petrol Station,2018-08
10193,Bicycle theft,51.532243,-0.656452,On or near Parkgate,2018-08
10333,Bicycle theft,51.747384000000004,-0.97745,On or near Butter Market,2018-08
10543,Bicycle theft,51.711806,-1.227259,On or near Sports/Recreation Area,2018-08
10544,Bicycle theft,51.710614,-1.225065,On or near Henley Road,2018-08
10545,Bicycle theft,51.708579,-1.231482,On or near Burra Close,2018-08
10561,Bicycle theft,51.679671,-1.1307559999999999,On or near Newington Road,2018-08
10609,Bicycle theft,51.619890000000005,-1.254084,On or near Harrier Park,2018-08
10615,Bicycle theft,51.615984999999995,-1.236931,On or near Park/Open Space,2018-08
10627,Bicycle theft,51.614656,-1.252465,On or near Crossville Crescent,2018-08
10651,Bicycle theft,51.607058,-1.23994,On or near Shopping Area,2018-08
10812,Bicycle theft,51.536941,-0.904284,On or near Duke Street,2018-08
10845,Bicycle theft,51.533922,-0.90166,On or near Wyndale Close,2018-08
10938,Bicycle theft,51.752772,-1.297762,On or near Nursery Close,2018-08
10939,Bicycle theft,51.775622,-1.313453,On or near Sports/Recreation Area,2018-08
10940,Bicycle theft,51.750592,-1.301533,On or near Eynsham Road,2018-08
10956,Bicycle theft,51.68824,-1.241012,On or near Spinneys Close,2018-08
10960,Bicycle theft,51.701926,-1.308346,On or near The Old Pound,2018-08
11040,Bicycle theft,51.67014,-1.298881,On or near Police Station,2018-08
11086,Bicycle theft,51.672083,-1.2797049999999999,On or near Supermarket,2018-08
11087,Bicycle theft,51.672527,-1.269994,On or near Crabtree Place,2018-08
11088,Bicycle theft,51.672527,-1.269994,On or near Crabtree Place,2018-08
11101,Bicycle theft,51.670074,-1.281978,On or near High Street,2018-08
11222,Bicycle theft,51.653012,-1.5848440000000001,On or near Supermarket,2018-08
11349,Bicycle theft,51.593953000000006,-1.431538,On or near St Mary'S Way,2018-08
11509,Bicycle theft,51.482846,-1.0766959999999999,On or near Bucknell Avenue,2018-08
11514,Bicycle theft,51.483801,-1.087204,On or near High Street,2018-08
11609,Bicycle theft,51.450579,-1.285972,On or near Crabtree Close,2018-08
11649,Bicycle theft,51.400498999999996,-1.138084,On or near Lockside Court,2018-08
11731,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2018-08
11763,Bicycle theft,51.41561,-1.314629,On or near Shaw Farm Road,2018-08
11764,Bicycle theft,51.41561,-1.314629,On or near Shaw Farm Road,2018-08
11765,Bicycle theft,51.41561,-1.314629,On or near Shaw Farm Road,2018-08
11766,Bicycle theft,51.41561,-1.314629,On or near Shaw Farm Road,2018-08
11791,Bicycle theft,51.406523,-1.304457,On or near Rosemoor Gardens,2018-08
11916,Bicycle theft,51.40229,-1.257973,On or near Supermarket,2018-08
11953,Bicycle theft,51.396334,-1.449743,On or near The Haven,2018-08
11968,Bicycle theft,51.400846,-1.2964790000000002,On or near Hambridge Road,2018-08
11991,Bicycle theft,51.405604,-1.322643,On or near Parking Area,2018-08
12009,Bicycle theft,51.401277,-1.3237709999999998,On or near Mansion House Street,2018-08
12010,Bicycle theft,51.395374,-1.3230819999999999,On or near St John'S Road,2018-08
12011,Bicycle theft,51.398449,-1.31996,On or near Supermarket,2018-08
12012,Bicycle theft,51.398449,-1.31996,On or near Supermarket,2018-08
12013,Bicycle theft,51.404548999999996,-1.3252030000000001,On or near Albert Road,2018-08
12128,Bicycle theft,51.397799,-1.3303909999999999,On or near Rockingham Road,2018-08
12162,Bicycle theft,51.384114000000004,-1.321106,On or near Newtown Road,2018-08
12163,Bicycle theft,51.384114000000004,-1.321106,On or near Newtown Road,2018-08
12164,Bicycle theft,51.384114000000004,-1.321106,On or near Newtown Road,2018-08
12318,Bicycle theft,51.848008,-1.354467,On or near Oxford Street,2018-08
12422,Bicycle theft,51.791614,-1.483385,On or near Millers Mews,2018-08
12425,Bicycle theft,51.793463,-1.4645,On or near Harvest Way,2018-08
12434,Bicycle theft,51.790407,-1.464826,On or near Barleyfield Way,2018-08
12435,Bicycle theft,51.797534000000006,-1.4641620000000002,On or near Oakdale Lane,2018-08
12436,Bicycle theft,51.796841,-1.46404,On or near Woodley Green,2018-08
12442,Bicycle theft,51.78805,-1.472553,On or near Kingsfield Crescent,2018-08
12491,Bicycle theft,51.783398,-1.4818120000000001,On or near Witan Way,2018-08
12528,Bicycle theft,51.784437,-1.493267,On or near Swingburn Place,2018-08
12529,Bicycle theft,51.784437,-1.493267,On or near Swingburn Place,2018-08
12547,Bicycle theft,51.785284999999995,-1.377658,On or near Spareacre Lane,2018-08
12548,Bicycle theft,51.785284999999995,-1.377658,On or near Spareacre Lane,2018-08
12678,Bicycle theft,51.560121,-0.708761,On or near Petrol Station,2018-08
12758,Bicycle theft,51.524265,-0.704241,On or near Petrol Station,2018-08
12774,Bicycle theft,51.522494,-0.709148,On or near Kingsquarter,2018-08
12844,Bicycle theft,51.524153999999996,-0.718644,On or near Supermarket,2018-08
12845,Bicycle theft,51.525575,-0.717854,On or near Hospital,2018-08
12846,Bicycle theft,51.525575,-0.717854,On or near Hospital,2018-08
12894,Bicycle theft,51.522802,-0.720066,On or near High Street,2018-08
12895,Bicycle theft,51.520202000000005,-0.7223729999999999,On or near Keys Place,2018-08
12896,Bicycle theft,51.521021999999995,-0.72258,On or near King Street,2018-08
12897,Bicycle theft,51.521163,-0.721438,On or near Broadway,2018-08
12898,Bicycle theft,51.522418,-0.724386,On or near Frascati Way,2018-08
12899,Bicycle theft,51.519594,-0.720242,On or near Bell Street,2018-08
12900,Bicycle theft,51.521021999999995,-0.72258,On or near King Street,2018-08
13040,Bicycle theft,51.512096,-0.757127,On or near Rye Close,2018-08
13074,Bicycle theft,51.490508,-0.675137,On or near Down Place,2018-08
13119,Bicycle theft,51.482377,-0.606634,On or near Church Street,2018-08
13120,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2018-08
13121,Bicycle theft,51.483483,-0.611223,On or near Goswell Road,2018-08
13122,Bicycle theft,51.482377,-0.606634,On or near Church Street,2018-08
13123,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2018-08
13124,Bicycle theft,51.480462,-0.605943,On or near Sheet Street,2018-08
13125,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2018-08
13126,Bicycle theft,51.479918,-0.6093149999999999,On or near Victoria Street,2018-08
13127,Bicycle theft,51.482089,-0.606614,On or near Church Lane,2018-08
13128,Bicycle theft,51.482015999999994,-0.610332,On or near Shopping Area,2018-08
13129,Bicycle theft,51.479855,-0.607085,On or near Barrack Lane,2018-08
13130,Bicycle theft,51.483483,-0.611223,On or near Goswell Road,2018-08
13131,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2018-08
13132,Bicycle theft,51.484794,-0.608,On or near Thames Avenue,2018-08
13133,Bicycle theft,51.483483,-0.611223,On or near Goswell Road,2018-08
13134,Bicycle theft,51.483519,-0.610487,On or near Bridgewater Terrace,2018-08
13135,Bicycle theft,51.484794,-0.608,On or near Thames Avenue,2018-08
13219,Bicycle theft,51.492096000000004,-0.6088439999999999,On or near Theatre/Concert Hall,2018-08
13220,Bicycle theft,51.486212,-0.60934,On or near Brocas Street,2018-08
13221,Bicycle theft,51.483968,-0.6081409999999999,On or near Thames Street,2018-08
13222,Bicycle theft,51.492096000000004,-0.6088439999999999,On or near Theatre/Concert Hall,2018-08
13223,Bicycle theft,51.483968,-0.6081409999999999,On or near Thames Street,2018-08
13224,Bicycle theft,51.492096000000004,-0.6088439999999999,On or near Theatre/Concert Hall,2018-08
13311,Bicycle theft,51.459425,-0.539132,On or near Old Mill Place,2018-08
13330,Bicycle theft,51.481114,-0.6123609999999999,On or near Charles Street,2018-08
13331,Bicycle theft,51.480497,-0.61045,On or near William Street,2018-08
13332,Bicycle theft,51.477858000000005,-0.616895,On or near Police Station,2018-08
13333,Bicycle theft,51.480497,-0.61045,On or near William Street,2018-08
13334,Bicycle theft,51.481114,-0.6123609999999999,On or near Charles Street,2018-08
13335,Bicycle theft,51.481234,-0.611133,On or near Shopping Area,2018-08
13336,Bicycle theft,51.480497,-0.61045,On or near William Street,2018-08
13337,Bicycle theft,51.478102,-0.6147130000000001,On or near Hawtrey Road,2018-08
13338,Bicycle theft,51.480313,-0.610815,On or near Nightclub,2018-08
13339,Bicycle theft,51.480497,-0.61045,On or near William Street,2018-08
13375,Bicycle theft,51.483238,-0.614053,On or near Parking Area,2018-08
13376,Bicycle theft,51.483238,-0.614053,On or near Parking Area,2018-08
13377,Bicycle theft,51.482724,-0.614731,On or near Alma Road,2018-08
13378,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-08
13379,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-08
13380,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-08
13404,Bicycle theft,51.48053,-0.6300479999999999,On or near Haslemere Road,2018-08
13488,Bicycle theft,51.484281,-0.640176,On or near Sawyer'S Close,2018-08
13515,Bicycle theft,51.470368,-0.622996,On or near St Leonard'S Road,2018-08
13563,Bicycle theft,51.444951,-0.5400550000000001,On or near Mafeking Road,2018-08
13581,Bicycle theft,51.46658,-0.587348,On or near Datchet Road,2018-08
13666,Bicycle theft,51.402378000000006,-0.660246,On or near Exchange Road,2018-08
13671,Bicycle theft,51.402972,-0.673771,On or near Vicarage Gardens,2018-08
13757,Bicycle theft,51.487202,-0.86872,On or near Petrol Station,2018-08
13762,Bicycle theft,51.453854,-0.896372,On or near Shopping Area,2018-08
13770,Bicycle theft,51.454046000000005,-0.904384,On or near Theatre/Concert Hall,2018-08
13771,Bicycle theft,51.457243,-0.8971969999999999,On or near Selsdon Avenue,2018-08
13813,Bicycle theft,51.454726,-0.8878159999999999,On or near Parking Area,2018-08
13902,Bicycle theft,51.440148,-0.917334,On or near Compton Close,2018-08
13903,Bicycle theft,51.437815,-0.9014049999999999,On or near Petrol Station,2018-08
13904,Bicycle theft,51.437815,-0.9014049999999999,On or near Petrol Station,2018-08
14036,Bicycle theft,51.423803,-0.921475,On or near Ebborn Square,2018-08
14099,Bicycle theft,51.411469,-0.835347,On or near Further/Higher Educational Building,2018-08
14100,Bicycle theft,51.411059,-0.8348110000000001,On or near Central Walk,2018-08
14123,Bicycle theft,51.418444,-0.827807,On or near Crutchley Road,2018-08
14211,Bicycle theft,51.403683,-0.8381040000000001,On or near Supermarket,2018-08
14232,Bicycle theft,51.405263,-0.9736959999999999,On or near Petrol Station,2018-08
14613,Bicycle theft,51.631577,-0.737495,On or near Sports/Recreation Area,2018-08
14676,Bicycle theft,51.63353,-0.7260840000000001,On or near Denewood,2018-08
14970,Bicycle theft,51.630047999999995,-0.7492840000000001,On or near Castle Street,2018-08
14971,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2018-08
15366,Bicycle theft,51.568982,-0.7694,On or near Thamesfield Gardens,2018-08
15613,Bicycle theft,,,No Location,2018-08
15614,Bicycle theft,,,No Location,2018-08
15615,Bicycle theft,,,No Location,2018-08
15616,Bicycle theft,,,No Location,2018-08
15617,Bicycle theft,,,No Location,2018-08
15618,Bicycle theft,,,No Location,2018-08
15619,Bicycle theft,,,No Location,2018-08
15620,Bicycle theft,,,No Location,2018-08
15621,Bicycle theft,,,No Location,2018-08
15622,Bicycle theft,,,No Location,2018-08
15623,Bicycle theft,,,No Location,2018-08
15624,Bicycle theft,,,No Location,2018-08
15625,Bicycle theft,,,No Location,2018-08
15626,Bicycle theft,,,No Location,2018-08
15627,Bicycle theft,,,No Location,2018-08
15628,Bicycle theft,,,No Location,2018-08
15629,Bicycle theft,,,No Location,2018-08
15630,Bicycle theft,,,No Location,2018-08
15631,Bicycle theft,,,No Location,2018-08
15632,Bicycle theft,,,No Location,2018-08
15633,Bicycle theft,,,No Location,2018-08
15634,Bicycle theft,,,No Location,2018-08
15635,Bicycle theft,,,No Location,2018-08
15636,Bicycle theft,,,No Location,2018-08
15637,Bicycle theft,,,No Location,2018-08
15638,Bicycle theft,,,No Location,2018-08
15639,Bicycle theft,,,No Location,2018-08
15640,Bicycle theft,,,No Location,2018-08
15641,Bicycle theft,,,No Location,2018-08
15642,Bicycle theft,,,No Location,2018-08
15643,Bicycle theft,,,No Location,2018-08
15644,Bicycle theft,,,No Location,2018-08
15645,Bicycle theft,,,No Location,2018-08
15646,Bicycle theft,,,No Location,2018-08
15647,Bicycle theft,,,No Location,2018-08
15648,Bicycle theft,,,No Location,2018-08
15649,Bicycle theft,,,No Location,2018-08
15650,Bicycle theft,,,No Location,2018-08
15651,Bicycle theft,,,No Location,2018-08
15652,Bicycle theft,,,No Location,2018-08
15653,Bicycle theft,,,No Location,2018-08
15654,Bicycle theft,,,No Location,2018-08
15655,Bicycle theft,,,No Location,2018-08
15656,Bicycle theft,,,No Location,2018-08
15657,Bicycle theft,,,No Location,2018-08
15658,Bicycle theft,,,No Location,2018-08
15659,Bicycle theft,,,No Location,2018-08
15660,Bicycle theft,,,No Location,2018-08
17410,Bicycle theft,51.823555,-0.791249,On or near The Dell,2018-04
17446,Bicycle theft,51.815940000000005,-0.8116760000000001,On or near Long Lional,2018-04
17496,Bicycle theft,51.814594,-0.813714,On or near Pedestrian Subway,2018-04
17497,Bicycle theft,51.814594,-0.813714,On or near Pedestrian Subway,2018-04
17546,Bicycle theft,51.817569,-0.81085,On or near Shopping Area,2018-04
17611,Bicycle theft,51.817321,-0.8392200000000001,On or near Supermarket,2018-04
17627,Bicycle theft,51.815883,-0.83473,On or near Long Leys,2018-04
17688,Bicycle theft,51.803298,-0.8205950000000001,On or near Plym Close,2018-04
17689,Bicycle theft,51.811088,-0.8245110000000001,On or near Battersby Mews,2018-04
17711,Bicycle theft,51.800065999999994,-0.805945,On or near Prothero Close,2018-04
17712,Bicycle theft,51.798149,-0.8057489999999999,On or near Lower Road,2018-04
17741,Bicycle theft,51.799063000000004,-0.812512,On or near Morris Court,2018-04
17799,Bicycle theft,51.800135,-0.716797,On or near Milton Road,2018-04
17976,Bicycle theft,51.4179,-0.755024,On or near Pedestrian Subway,2018-04
18023,Bicycle theft,51.405784000000004,-0.699972,On or near King'S Ride,2018-04
18088,Bicycle theft,51.41093,-0.743135,On or near Larges Bridge Drive,2018-04
18136,Bicycle theft,51.413153,-0.752536,On or near Parking Area,2018-04
18137,Bicycle theft,51.412613,-0.7491140000000001,On or near Pedestrian Subway,2018-04
18214,Bicycle theft,51.399406,-0.770591,On or near Great Hollands Square,2018-04
18360,Bicycle theft,51.370379,-0.796495,On or near Albert Road,2018-04
18414,Bicycle theft,51.335797,-0.774978,On or near Shopping Area,2018-04
18565,Bicycle theft,52.059757,-1.339007,On or near Supermarket,2018-04
19065,Bicycle theft,51.901105,-1.1740760000000001,On or near Supermarket,2018-04
19103,Bicycle theft,51.891572,-1.163454,On or near Oxford Road,2018-04
19184,Bicycle theft,51.856116,-1.265344,On or near New Road,2018-04
19235,Bicycle theft,51.825520000000004,-1.287375,On or near Deaufort Close,2018-04
19455,Bicycle theft,51.704024,-0.613931,On or near Church Street,2018-04
19456,Bicycle theft,51.699586,-0.608192,On or near Lords Mill Court,2018-04
19457,Bicycle theft,51.706241999999996,-0.6121409999999999,On or near The Broadway,2018-04
19502,Bicycle theft,51.702175,-0.705721,On or near Shopping Area,2018-04
19651,Bicycle theft,51.670719,-0.578665,On or near Chiltern Heights,2018-04
20102,Bicycle theft,52.058803000000005,-0.815206,On or near Western Road,2018-04
20435,Bicycle theft,52.042009,-0.7792279999999999,On or near Shopping Area,2018-04
20448,Bicycle theft,52.050406,-0.754266,On or near Yarrow Place,2018-04
20496,Bicycle theft,52.051198,-0.729072,On or near Theme/Adventure Park,2018-04
20497,Bicycle theft,52.051198,-0.729072,On or near Theme/Adventure Park,2018-04
20532,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2018-04
20672,Bicycle theft,52.039115,-0.757831,On or near Pedestrian Subway,2018-04
20673,Bicycle theft,52.040025,-0.769149,On or near North Fourth Street,2018-04
20674,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2018-04
20675,Bicycle theft,52.031478,-0.772138,On or near Parking Area,2018-04
20676,Bicycle theft,52.041947,-0.7612369999999999,On or near Pedestrian Subway,2018-04
20677,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2018-04
